instructie;en;nl;af;sq;am;ar;hy;as;az;eu;bn;my;bs;bg;ca;zh;da;de;et;fo;fi;fr;gl;ka;el;gu;he;hi;hu;ga;is;id;it;ja;kn;kk;km;ko;hr;lo;lv;lt;mk;ms;ml;mr;mn;ne;no;uk;or;ug;uz;fa;pl;pt;pa;ro;ru;sr;si;sk;sl;es;sw;ta;te;th;bo;cs;tr;ur;vi;cy;be;zu;sv;catalog;key;variation
Streef naar ± 35 tekens (UI-ruimte).;iCloud is restricted on this device;iCloud is beperkt op dit apparaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;iCloud is beperkt op dit apparaat;
Streef naar ± 36 tekens (UI-ruimte).;iCloud is temporarily unavailable;iCloud is tijdelijk niet beschikbaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;iCloud is tijdelijk niet beschikbaar;
Streef naar ± 113 tekens (UI-ruimte).;iCloud must be enabled on this device. Without iCloud, data remains available only on this device.;iCloud moet op dit apparaat zijn ingeschakeld. Zonder iCloud blijven gegevens alleen op dit apparaat beschikbaar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;iCloud moet op dit apparaat zijn ingeschakeld. Zonder iCloud blijven gegevens alleen op dit apparaat beschikbaar.;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 36 tekens (UI-ruimte).;iCloud setting was not changed: %@;iCloud-instelling niet gewijzigd: %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;iCloud-instelling niet gewijzigd: %@;
Streef naar ± 37 tekens (UI-ruimte).;iCloud status could not be determined;iCloud-status kon niet worden bepaald;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;iCloud-status kon niet worden bepaald;
Streef naar ± 21 tekens (UI-ruimte).;iCloud Sync;iCloud-synchronisatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;iCloud-synchronisatie;
Streef naar ± 16 tekens (UI-ruimte).;calendar today;kalender vandaag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;kalender vandaag;
Streef naar ± 7 tekens (UI-ruimte).;System;Systeem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;language.system;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Behoud speciale tekens: ›. Streef naar ± 234 tekens (UI-ruimte).;The Lock Screen widget is available on iPhone 11 and newer models and on iPhone SE (2nd generation) and newer. Touch and hold the Lock Screen, then tap Customize › Lock Screen › Add Widgets. Then select the %@ widget.;De toegangsschermwidget is beschikbaar op iPhone 11 en nieuwere modellen en op iPhone SE (2e generatie) en nieuwer. Houd het toegangsscherm ingedrukt en tik op Pas aan › Toegangsscherm › Voeg widgets toe. Kies daarna de widget van %@.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;lockscreen.widget.instructions;
Streef naar ± 9 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Forget It;Forget It;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;notification.title;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Behoud speciale tekens: ‘ ’. Streef naar ± 61 tekens (UI-ruimte).;Allow notifications for ‘%@’ in iOS Settings.;Geef ‘%@’ toestemming voor meldingen via de iOS-instellingen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;notifications.permission.settings;
Streef naar ± 12 tekens (UI-ruimte).;6PM dinner;18u uit eten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;onboarding.agenda.example.dinner;
Streef naar ± 11 tekens (UI-ruimte).;4PM sports;16u sporten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;onboarding.agenda.example.sports;
Streef naar ± 6 tekens (UI-ruimte).;email;e-mail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;onboarding.history.emailAccent;
Streef naar ± 20 tekens (UI-ruimte).;This is an example;Dit is een voorbeeld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;onboarding.history.example;
Behoud speciale tekens: ‘ ’. Streef naar ± 112 tekens (UI-ruimte).;Use the search bar to show only completed items that match your search term. Try searching for ‘example’ now.;Gebruik de zoekbalk om alleen afgeronde items weer te geven die aan je zoekterm voldoen. Zoek nu op ‘voorbeeld’.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;onboarding.history.searchInstruction;
Streef naar ± 9 tekens (UI-ruimte).;example;voorbeeld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;onboarding.history.searchTerm;
Streef naar ± 6 tekens (UI-ruimte).;odd;oneven;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;oneven;
Streef naar ± 6 tekens (UI-ruimte).;first;eerste;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;ordinal.first;
Streef naar ± 6 tekens (UI-ruimte).;fourth;vierde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;ordinal.fourth;
Streef naar ± 7 tekens (UI-ruimte).;last;laatste;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;ordinal.last;
Streef naar ± 6 tekens (UI-ruimte).;second;tweede;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;ordinal.second;
Streef naar ± 5 tekens (UI-ruimte).;third;derde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;ordinal.third;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 17 tekens (UI-ruimte).;Added to %@;Toegevoegd aan %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;quick.addedTo;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 15 tekens (UI-ruimte).;Annually on %@;Jaarlijks op %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.annuallyOn;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 29 tekens (UI-ruimte).;Approximately every %lld days;Ongeveer elke %lld dagen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.approximatelyEveryDays;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 31 tekens (UI-ruimte).;Approximately every %lld months;Ongeveer elke %lld maanden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.approximatelyEveryMonths;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 30 tekens (UI-ruimte).;Approximately every %lld weeks;Ongeveer elke %lld weken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.approximatelyEveryWeeks;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 30 tekens (UI-ruimte).;Approximately every %lld years;Ongeveer elke %lld jaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.approximatelyEveryYears;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 15 tekens (UI-ruimte).;Every %lld days;Elke %lld dagen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.everyDays;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@, %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 31 tekens (UI-ruimte).;Every %1$lld months on the %2$@;Elke %1$lld maanden op de %2$@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.everyMonthsOn;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@, %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 23 tekens (UI-ruimte).;Every %1$@ week on %2$@;Elke %1$@ week op %2$@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.everyParityWeekOn;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@, %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 26 tekens (UI-ruimte).;Every %1$lld weeks on %2$@;Elke %1$lld weken op %2$@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.everyWeeksOn;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@, %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 26 tekens (UI-ruimte).;Every %1$lld years on %2$@;Elke %1$lld jaar op %2$@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.everyYearsOn;
Streef naar ± 19 tekens (UI-ruimte).;Add frequency;Voeg frequentie toe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.frequency.add;
Streef naar ± 28 tekens (UI-ruimte).;Frequency not recognized yet;Frequentie nog niet herkend;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.frequency.unrecognized;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 20 tekens (UI-ruimte).;Monthly on the %@;Maandelijks op de %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.monthlyOn;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@, %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 22 tekens (UI-ruimte).;%1$@ %2$@ of the month;%1$@ %2$@ van de maand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.ordinalWeekdayOfMonth;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@, %@, %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 18 tekens (UI-ruimte).;%1$@ %2$@ of %3$@;%1$@ %2$@ van %3$@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.ordinalWeekdayOfNamedMonth;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 23 tekens (UI-ruimte).;Every quarter on the %@;Elk kwartaal op de %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.quarterlyOn;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 15 tekens (UI-ruimte).;Weekly on %@;Wekelijks op %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurrence.weeklyOn;
Behoud speciale tekens: …. Streef naar ± 27 tekens (UI-ruimte).;Loading recurring items…;Herhalingen worden geladen…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.loading;
Behoud speciale tekens: …. Streef naar ± 30 tekens (UI-ruimte).;Rescheduling recurring items…;Bezig met opnieuw doorplannen…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.rescheduling;
Streef naar ± 30 tekens (UI-ruimte).;Rescheduling failed;Opnieuw doorplannen is mislukt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.reschedulingFailed;
Streef naar ± 7 tekens (UI-ruimte).;Retry;Opnieuw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.retry;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 17 tekens (UI-ruimte).;%lld birthdays;%lld verjaardagen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.subtitle.birthday.many;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 15 tekens (UI-ruimte).;%lld birthday;%lld verjaardag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.subtitle.birthday.one;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 20 tekens (UI-ruimte).;%lld custom;%lld zelf toegevoegd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.subtitle.custom.many;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 20 tekens (UI-ruimte).;%lld custom;%lld zelf toegevoegd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.subtitle.custom.one;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 15 tekens (UI-ruimte).;%lld holidays;%lld feestdagen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.subtitle.holiday.many;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 13 tekens (UI-ruimte).;%lld holiday;%lld feestdag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.subtitle.holiday.one;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 16 tekens (UI-ruimte).;%lld recurrences;%lld herhalingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.subtitle.recurrence.many;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 15 tekens (UI-ruimte).;%lld recurrence;%lld herhaling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.subtitle.recurrence.one;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 18 tekens (UI-ruimte).;%lld reminders;%lld herinneringen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.subtitle.reminder.many;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 16 tekens (UI-ruimte).;%lld reminder;%lld herinnering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;recurring.subtitle.reminder.one;
Streef naar ± 8 tekens (UI-ruimte).;Calendar;Kalender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;section.calendar;
Streef naar ± 8 tekens (UI-ruimte).;Finished;Afgerond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;section.finished;
Streef naar ± 11 tekens (UI-ruimte).;Recurring;Herhalingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;section.recurring;
Streef naar ± 5 tekens (UI-ruimte).;To-do;Taken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;section.todo;
Streef naar ± 8 tekens (UI-ruimte).;Language;Taal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;settings.language;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 29 tekens (UI-ruimte).;Test again in %lld sec.;Opnieuw testen over %lld sec.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;settings.testAgainInSeconds;
Streef naar ± 18 tekens (UI-ruimte).;Weekday formatting;Weekdagnotatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;settings.weekdayFormatting;
Streef naar ± 30 tekens (UI-ruimte).;No access to the microphone.;Geen toegang tot de microfoon.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;speech.error.microphone;
Streef naar ± 39 tekens (UI-ruimte).;No permission for speech recognition.;Geen toestemming voor spraakherkenning.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;speech.error.permission;
Streef naar ± 33 tekens (UI-ruimte).;Speech recording could not start.;Spraakopname kon niet starten.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;speech.error.startFailed;
Streef naar ± 47 tekens (UI-ruimte).;Speech recognition is currently unavailable.;Spraakherkenning is momenteel niet beschikbaar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;speech.error.unavailable;
Streef naar ± 5 tekens (UI-ruimte).;done;klaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;speech.stopWord;
Streef naar ± 18 tekens (UI-ruimte).;Created today;Vandaag aangemaakt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.age.createdToday;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 18 tekens (UI-ruimte).;Open for %lld days;%lld dagen open;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.age.daysOpen;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 5 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;%lldd;%lldd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.age.daysShort;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 5 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;%lldm;%lldm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.age.monthsShort;
Streef naar ± 3 tekens (UI-ruimte).;now;nu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.age.now;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 5 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;%lldw;%lldw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.age.weeksShort;
Streef naar ± 5 tekens (UI-ruimte).;Date;Datum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.agendaDate.date;
Streef naar ± 9 tekens (UI-ruimte).;Move;Verplaats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.agendaDate.move;
Streef naar ± 23 tekens (UI-ruimte).;Move to calendar;Naar agenda verplaatsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.agendaDate.title;
Streef naar ± 11 tekens (UI-ruimte).;Delete;Verwijderen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.menu.delete;
Streef naar ± 13 tekens (UI-ruimte).;Move to today;Naar vandaag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.menu.moveToToday;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 16 tekens (UI-ruimte).;Move to today %@;Naar vandaag %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.menu.moveToTodayWithDate;
Streef naar ± 23 tekens (UI-ruimte).;No other categories;Geen andere categorieën;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.menu.noOtherCategories;
Streef naar ± 22 tekens (UI-ruimte).;Other date in calendar;Andere datum in agenda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.menu.otherAgendaDate;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@, %@ (%@ = tekst, %lld = getal). Niet vertalen. Behoud speciale tekens: ‘ ’. Streef naar ± 27 tekens (UI-ruimte).;‘%1$@’ moved to %2$@;‘%1$@’ verplaatst naar %2$@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.movedToDate;
Streef naar ± 10 tekens (UI-ruimte).;Open since;Open sinds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.openSince;
Streef naar ± 20 tekens (UI-ruimte).;Adjust open since;Open sinds aanpassen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.openSince.adjust;
Streef naar ± 8 tekens (UI-ruimte).;Cancel;Annuleer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;todo.openSince.cancel;
